Index,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
1514,xu1985005,上海杨浦区,female,Lv.45,4935,4918,288875,2019-02-22 19:55:00,2019-03-20 07:22:55,feed,小xu为珂润洁颜泡沫打call~~清除肌肤油腻，洗的干净且不紧绷肌肤，特别钟爱这款好产品，性价比杠杠的！推荐给每一个爱美的妹子，人手一瓶，童叟无欺小xu期待@Curel珂润小编给我发中奖信息呢~~,4344226001500531.0,0,0,0
1515,小肉酱海淘代购,广东东莞,female,Lv.47,270,3485,10466,2019-02-27 01:18:00,2019-03-20 07:22:57,feed,Curel🔺防晒乳液/防晒霜分SPF30防晒霜和SPF50防晒乳两款适合敏感肌的防晒产品无添加物理防晒舒缓不刺激成膜快清爽不粘腻不拔干性价比高💰125,4344116294424778.0,0,0,0
1516,ss酥饼儿,湖南株洲,female,Lv.14,140,156,116,2019-02-26 23:01:00,2019-03-20 07:23:01,feed,【天猫直营】日本花王Curel珂润保湿洁颜泡沫150ml绵密泡沫敏感肌,4344081964677258.0,1,2,2
1517,Cyan丶Mini,江苏,female,Lv.7,93,1590,44,2019-02-26 22:00:00,2019-03-20 07:23:08,feed,空瓶记珂润Curel保湿面霜40g终于用完了，从去年秋天买一囤一用了两罐这个以后，有点腻了。哈哈哈这款面霜还是更适合敏感皮和肤质不稳定时使用，到了冬天对于干皮来说滋润度已经不够了。而且皮肤状态稳定的时候，你真的会觉得很鸡肋，完全无感。但是，不稳定的时候又想起它的好。又爱又​展开全文c,4344066600977807.0,0,0,0
1518,大脸猫呀ada,辽宁大连,female,Lv.35,241,261,413,2019-02-26 20:43:00,2019-03-20 07:23:12,feed,🍀护肤推荐🍀珂润curel去角质啫喱。角质不去除，再好的贵妇面霜都难吸收！Cosme大赏推荐的，Cure所含成分的91%都是天然活性化水素，不含防腐剂和香料，简直是太懂敏感肌。用的时候真的能搓出很多白屑屑，用完皮肤很滑很嫩。,4344047180832368.0,0,0,0
1519,洗尽铅华72465,上海,female,Lv.9,71,113,472,2019-02-26 20:32:00,2019-03-20 07:23:14,feed,🇯🇵采购超级平价好用的curel珂润水乳敏感肌福音烂脸必备性价比之王珂润的产品非常好用且平价敏感肌完全可以无脑入成分十分温和质地不会油腻并且非常保湿滋润没有其他功效性要求单纯保湿补水选它是完全OK的学生党也可以无压力入​,4344044412553010.0,0,0,0
1520,英国海角物流,no location,male,Lv.46,260,570,5668,2019-02-26 18:14:00,2019-03-20 07:23:20,feed,日本【Curel珂润新升级版深层滋润保湿乳霜70g】￥185包邮包税，某猫40g装189元！滋养肌肤调整肌肤纹理，预防肌肤粗燥。婴儿也能使用！70g大容量全身用都不心疼！,4344009751032810.0,0,0,0
1521,vicky香港美妆店,no location,female,Lv.48,492,52370,19906,2019-02-26 17:51:00,2019-03-20 07:24:30,feed,nyx眼影，遮瑕膏，娇韵诗精华这家只有两支😂娇兰精华，curel面霜，久光贴，雅顿黄金面部胶囊60粒325一盒，hr绿瓶精华50毫升870圆买到十支😂沁水61号粉底，资生堂百优面霜一瓶588，买两瓶优惠价1100还包u（偏远地区不包哈）美皮护199一盒2香港,4344003916561686.0,0,0,0
1522,小狮子靠谱日本代购,其他,female,Lv.9,182,1053,979,2019-02-26 17:34:00,2019-03-20 07:24:34,feed,补货到🇯🇵curel珂润泡沫洗面奶敏感肌干皮的福音泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净的。现货日本Curel珂润洗面奶浸润保湿泡沫洁面敏感肌肤温和清洁150ML​展开全文c,4343999512758273.0,0,0,0
1523,日本海淘帮,北京东城区,female,Lv.48,239,189877,88012,2019-02-26 17:30:00,2019-03-20 07:24:38,feed,#亚马逊海外购#日亚直邮【Curel珂润抗老滋润保湿乳霜面霜40g】￥178.56，中亚Prime会员海外购订单满200元免直邮运费，凑满免邮后含税到手约199元。O网页链接与大受好评的蓝色版面霜一样主打神经酰胺成分，主打抗老，配合有消炎成分，防止肌肤干燥粗糙。​O亚马逊海外购·全球必淘好货清单,4343998640475652.0,0,1,1
1524,杭州多麦电子商务股份有限公司,no location,female,Lv.32,287,10753,1321,2019-02-26 17:18:00,2019-03-20 07:24:40,feed,【香港莎莎网】新品低至41元起！珂润6件套仅售260元！用券即减！15元无门槛优惠券：AQ02DUO1902(全场通用)O网页链接还有新品抢鲜发售~~BarrierRepair(MandomCorp)紧致滑肌面膜10片(20毫升/片)特价至42元O网页链接珂润CUREL全方位润浸保湿套装4件套特价至2​展开全文c,4343995570034274.0,0,0,1
1525,日本海淘帮,北京东城区,female,Lv.48,239,189877,88012,2019-02-26 17:15:00,2019-03-20 07:24:43,feed,#亚马逊海外购#日亚直邮【Curel珂润新升级版深层滋润保湿乳霜70g】￥110.58，中亚Prime会员海外购订单满200元免直邮运费，凑满免邮后含税到手约139元，O网页链接滋养肌肤调整肌肤纹理，预防肌肤粗燥。婴儿也能使用！70g大容量全身用都不心疼！O亚马逊海外购·全球必淘好货清单,4343994865560363.0,0,3,1
1526,空瓶菌,上海,female,Lv.45,525,216829,11390,2019-02-26 17:14:00,2019-03-20 07:24:46,feed,身体护理干掉三个#今日空瓶#快速用掉护手霜的方法就是把它们当身体乳用🎋｛东洋之花小洋甘菊护手霜凝乳｝糊奔奔推荐，总归是错不可da，而且还是护手霜大品牌东洋之花，带点珠光的凝乳体，好吸收，不油腻，气味也比较淡，不冲鼻子；官方卖点是亲肤生物膜，肌肤保湿屏​展开全文c,4343994513017367.0,0,12,13
1527,洋葱OMALL-cathy,广东深圳,female,Lv.35,666,915,8912,2019-02-26 16:10:00,2019-03-20 07:24:52,feed,日本Curel珂润保湿滋养面霜40g🍒日本cosme大赏面霜第一位👑这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品。性敏感肌专用‼️,4343978562064053.0,0,0,0
1528,孙姗姗姗姗姗姗啊,山东临沂,female,Lv.14,3173,448,1735,2019-02-22 19:55:00,2019-03-20 07:24:55,feed,#珂润颁奖礼#珂润面霜，洗发水，护发素，都超级棒啊！@MINI-源@Curel珂润,4343978021533519.0,0,0,0
1529,张小西日本代购,四川,male,Lv.9,84,11331,1088,2019-02-26 14:31:00,2019-03-20 07:24:57,feed,珂润水乳！强烈推荐！日本花王珂润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌，95%亚洲女性使用​展开全文c,4343953636092185.0,0,0,0
1530,Nonebis,其他,female,Lv.4,190,47,443,2019-02-26 14:30:00,2019-03-20 07:24:59,feed,Curelbb霜真是什麼都好太特麼適合乾性敏感肌用了遮瑕力好妝效好真的超自然但是這個色號真是太讓人蛋疼了....只有自然色和明亮色在日妝中踩過無數道雷的我非常自覺地選了明亮色依舊無法阻擋上臉又黃又黑的命運...說實話我皮膚完全談不上白就非常普通的黃皮這個明亮色居然與我的皮膚顏色一模一​展开全文c,4343953262343581.0,0,0,0
1531,Bessie周六在香港,广东深圳,female,Lv.4,30,1513,3174,2019-02-26 14:09:00,2019-03-20 07:25:08,feed,curel珂润护肤套装​,4343947868480095.0,0,0,0
1532,啦啦啦de小天地,广东广州,female,Lv.48,7351,3017,154397,2019-02-22 19:55:00,2019-03-20 07:25:14,feed,珂润洗面奶！超好用，效果好，而且清爽不油腻。@Curel珂润,4343947058684111.0,0,0,0
1533,xu1985005,上海杨浦区,female,Lv.45,4935,4918,288875,2019-02-22 19:55:00,2019-03-20 07:25:17,feed,小xu为珂润洁颜泡沫打call~~清除肌肤油腻，洗的干净且不紧绷肌肤，特别钟爱这款好产品，性价比杠杠的！推荐给每一个爱美的妹子，人手一瓶，童叟无欺小xu期待@Curel珂润小编给我发中奖信息呢~~,4343946287386235.0,1,1,0
1534,爱捣腾的美少女,广东,female,Lv.44,250,7196,1988,2019-02-26 12:18:00,2019-03-20 07:25:19,feed,这款真的不管你在用多贵的化妆品都推荐你们入一瓶！保证不会错珂润curel去角质啫喱，角质不去再好的贵妇面霜都难吸收。不含防腐剂和香料，简直是太懂敏感肌。用的时候真的能搓出很多白屑屑，用完皮肤很滑很嫩。​,4343920018310451.0,0,0,0
1535,钱多多海外跑腿,河南郑州,female,Lv.14,81,1372,2048,2019-02-26 12:15:00,2019-03-20 07:25:22,feed,这款真的不管你在用多贵的化妆品都推荐你们入一瓶！保证不会错珂润curel去角质啫喱，角质不去再好的贵妇面霜都难吸收。不含防腐剂和香料，简直是太懂敏感肌。用的时候真的能搓出很多白屑屑，用完皮肤很滑很嫩。​,4343919402177829.0,0,0,0
1536,纤乐化妆品店,广东东莞,female,Lv.42,589,4150,28901,2019-02-26 11:55:00,2019-03-20 07:25:24,feed,珂润面霜、夏天可以用的cosme面霜类第一（高端部门）第一名珂润，第二名polaapex，第三名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，清爽不油腻～40g2东莞·黄河汽车站,4343914381075296.0,0,0,0
1537,艺生全球购,河北张家口,female,Lv.4,38,6936,369,2019-02-26 11:54:00,2019-03-20 07:25:27,feed,花王curel珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。非常适合干皮，敏感肌，推荐​展开全文c,4343913928009331.0,0,0,0
1538,mm生活馆200,浙江温州,female,Lv.4,10,50,202,2019-02-26 11:42:00,2019-03-20 07:25:30,feed,【curel珂润泡沫洗面奶】散拿85￥哈尔滨1号仓库无香料无着色敏感肌可用！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净的~,4343910900106260.0,0,0,0
1539,mm生活馆200,浙江温州,female,Lv.4,10,50,202,2019-02-26 11:41:00,2019-03-20 07:25:32,feed,【curel珂润水乳】化妆水散拿110￥乳液散拿125￥哈尔滨1号仓库强烈推荐curel📢花王柯润化妆水、珂润乳液产品非常好用，且平价，专门针对敏感肌，干燥肌，用过的都说好！化妆水之后，觉得面霜厚重的可以试试这款乳液，质地偏薄，用完皮肤像喝饱了水一样，抗衰，消炎，滋润，让你从根本上解决​展开全文c,4343910690340932.0,0,0,0
1540,GenieO_o-,四川,female,Lv.14,128,429,3875,2019-02-26 11:11:00,2019-03-20 07:25:36,feed,💜ʚ今日推荐ɞ日本🇯🇵Curel珂润平价但贵妇都夸好的面霜，成分在日系面霜中算最简洁的了，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，适合换季，便宜又好用的面霜，保湿性超好。洋葱直邮价💰194.5O网页链接2成都·岚风小馆,4343903304307624.0,0,0,0
1541,夜里行走的猫9,山东济南,female,Lv.9,25,49,13,2019-02-26 10:55:00,2019-03-20 07:27:39,feed,快开学了，整理东西发现我家的洗面奶可以组团出道了😂😂😂，是时候给他们一个正式自我介绍的机会了👏👏👏宝宝们别着急按顺序来叭~NO.1鲜活酵素净透洁面乳推荐指数:⭐⭐⭐⭐⭐这个是朋友强烈推荐给我的，我就试试叭~咦没想到，棒棒棒。氨基酸洁面乳，温和不紧绷，不含防腐剂香精化学添​展开全文c,4343899130947231.0,0,0,1
1542,星宝香港美妆,广东深圳,female,Lv.47,431,4766,42159,2019-02-26 10:49:00,2019-03-20 07:27:45,feed,curel珂润爽肤水150ml💰145一瓶有清爽、滋润、特滋润3种从根本改善干燥敏感性肌肤。醇厚滋润不黏腻。有效缓解干燥及敏感症状。不含酒精色素香料。含润浸保湿神经酰胺功能成分，有助保持水润度的滋润成分，能够充分渗透到角质层内。使肌肤不易受外部刺激影响，保持丰盈弹润的滋润肌肤状态。​展开全文c,4343897549160235.0,0,0,0
1543,余生有你就好z,四川南充,female,Lv.9,69,100,214,2019-02-26 09:35:00,2019-03-20 07:27:47,feed,198💰日本Curel珂润保湿滋养面霜40g🍒日本cosme大赏面霜第一位👑这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品。性敏感肌专用​展开全文c,4343879060956446.0,0,0,0
1544,小西瓜-HK代购,广东,female,Lv.36,125,537,12007,2019-02-26 09:13:00,2019-03-20 07:27:50,feed,CUREL珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。非常适合干皮，敏感肌，推荐,4343873428000839.0,0,0,0
1545,沫沫哒9349,湖南岳阳,female,Lv.4,49,49,405,2019-02-26 06:25:00,2019-03-20 07:27:54,feed,🇯🇵Curel珂润高保湿面霜拯救干敏皮日本cosme大赏面霜第一位👑我的第一款也是唯一会无限回购的面霜1⃣奶油质地，上脸完全就是润2⃣成分简单，敏感肌也完全放心用3⃣价格简直太可爱，200大洋不到4⃣性价比极高，会无限回购❗,4343831149703107.0,0,0,0
1546,小屁屁找,广东深圳,male,Lv.9,12,353114,23188,2019-02-25 23:53:00,2019-03-20 07:30:34,feed,O网页链接天猫国际官方直营199-10券O网页链接日本进口花王Curel/珂润面霜保湿乳霜深层滋养40g，买3件，商品底下可领399-40券购物券，369.76（88会员价格更低）,4343732519764475.0,2,85,17
1547,美美全球购m,其他,female,Lv.9,282,10665,9884,2019-02-25 23:20:00,2019-03-20 07:30:53,feed,❤周五飞日本本土版️🇯🇵日本Curel珂润水乳！强烈推荐！日本花王柯润，其实珂润的产品非常好用，单独水150ml，乳液120ml，专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤...,4343724182446597.0,0,0,0
1548,rosaceaKiller,重庆,female,Lv.4,19,208,69,2019-02-25 23:19:00,2019-03-20 07:31:14,feed,最近的护肤routine分享💗因为我玫瑰痤疮基本没有发作了，所以我的护肤在维稳的基础上还有了抗老的需求，所以大家酌情借鉴吧。目前流程是先水(皮炎严重可以不用水)，精华，然后a酸，最后乳霜。1.akaran高机能水，适合油敏皮，保湿适度，比较清爽，混油冬天用也ok，没有什么太强的功效性，就是舒缓​展开全文c,4343724102369430.0,1,12,5
1549,美美全球购m,其他,female,Lv.9,282,10665,9884,2019-02-25 23:18:00,2019-03-20 07:31:35,feed,1号飞🇯🇵💵165KaoCurel花王珂润润浸保湿滋养面霜40g～干燥性敏感肌不孤独‼️日本cosme大赏面霜第一位👑这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏...,4343723846020304.0,0,0,0
1550,就是李沐沐,山西,female,Lv.34,255,456,472,2019-02-25 22:36:00,2019-03-20 07:31:56,feed,我妈，一个非常敏感皮的人，人生挚爱的护肤品，就是curel了，不管用啥，家里面必须有curel，尤其是洗面奶，已经空瓶了4管了，非常好用。大家看着买吧,4343713230076748.0,0,6,3
1551,桃宝传送门,北京,male,Lv.30,514,10855,5763,2019-02-25 22:33:00,2019-03-20 07:32:14,feed,Curel/珂润润浸保湿水乳套装用过一套我是敏感肌肤使用后没有任何不适水乳很好吸收面霜吸收的稍微慢些但是后续保湿还是可以的照比日常觉得合适可入​,4343712375623962.0,0,2,1
1552,好心白菜分享,上海,male,Lv.9,60,160077,29733,2019-02-25 22:26:00,2019-03-20 07:32:33,feed,✨国际直营，页面699-80购物券✨1⃣花王Curel/珂润面霜保湿乳霜40g，拍2件2⃣凑单猫粮，拍32的选项，拍12件一起结算，VIP到手217.7折合108.85/瓶,4343710768734152.0,0,54,16
1553,枫弥69,黑龙江哈尔滨,female,Lv.33,274,1064,2991,2019-02-25 21:38:00,2019-03-20 07:32:53,feed,🌈珂润curel水乳，非常实惠的水乳！敏感肌最佳选择：珂润curel水乳💎水一共有三款，Ⅰ号清爽、Ⅱ号滋润、Ⅲ号超滋润，乳液就一款，面霜。珂润是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌，能从根本改善干燥性敏感...O网页链接,4343698626690703.0,0,0,0
1554,阿傅傅傅傅傅,浙江,female,Lv.46,791,12945,13700,2019-02-25 21:36:00,2019-03-20 07:33:14,feed,#羊毛#🥳🐑-Curel珂润保湿霜🧴-2件quàn后💰253.94！1件💰126.97！之前荬来要160多！😯亲测保湿程度在北方足够了！-🔍€nFYTbFeLfcM€,4343697975773930.0,1,1,2
1555,TST宝妈欢欢,重庆,female,Lv.36,1232,930,4967,2019-02-25 21:29:00,2019-03-20 07:33:33,feed,💰158珂润面霜。综合面霜类的cosme大赏第一！cosme面霜类第一（高端部门）第一名珂润，第二名polaapex，第三名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，清爽不油腻～40g​展开全文c,4343696340256108.0,0,0,0
1556,优惠女孩的日常,海外,female,Lv.38,556,2467849,25942,2019-02-25 21:28:00,2019-03-20 07:33:54,feed,【直营】【直营】日本进口花王Curel/珂润面霜保湿乳霜深层滋养40g日本进口花王Curel/珂润面霜保湿乳霜深层滋养40g拍3叠加商品下方399-40购物劵199-10劵两件88折到手345.91，折115.3/瓶，价格比较刚需（需要拼单的请在这里发，不要乱发哈）,4343696017270854.0,1,1322,73
1557,TST宝妈欢欢,重庆,female,Lv.36,1232,930,4967,2019-02-25 21:28:00,2019-03-20 07:34:15,feed,🌍💰100curel珂润保湿泡沫洗面奶无香料无着色敏感肌可用！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净的~,4343696013512907.0,0,0,0
1558,TST宝妈欢欢,重庆,female,Lv.36,1232,930,4967,2019-02-25 21:20:00,2019-03-20 07:34:35,feed,🌍💰150，珂润保湿乳液[强]日本销量第一的敏感肌品牌curel/珂润，从根本改善干燥敏感肌肤，专为敏感肌肤设计。本款乳液配合持久滋润保湿成分，能够渗入肌肤深层。抵御外部刺激的侵扰，滋养肌肤调整肌肤纹理。配合消炎成分，在肌肤表面形成一层人工皮脂膜，改善泛红敏感。质地非常轻薄，嗖一下就​展开全文c,4343693982676781.0,0,0,0
1559,为什么不问问神奇企鹅呢,重庆,female,Lv.29,216,164,152,2019-02-25 21:17:00,2019-03-20 07:34:56,feed,😎2018年度空瓶总结大会😎#坐标重庆，23，夏天混油冬天混干#⚡️护肤类：Curel珂润保湿乳霜、origins/悦木之源菌菇水、雅诗兰黛小棕瓶、ANESSA/安热沙防晒霜、MUJI/无印良品敏感肌水乳、Fresh/馥蕾诗护唇膏⚡️彩妆类：kissme睫毛膏、kissme眼线笔、Club晚安粉、卡奇色彩眉笔、资生堂六角眉笔​展开全文c,4343693433346521.0,0,2,3
1560,简而团之,no location,female,Lv.48,1367,255757,28094,2019-02-25 20:50:00,2019-03-20 07:35:16,feed,【天喵国际直营】日本进口花王Curel/珂润面霜40g拍3领商品下方399-40购物券，叠加满2件8.8折88VIP到手345.9算下来一瓶118.6一瓶。不是88VIP多23.85~啊啊，这里还有个10券，领了！还能再减10！入口：O网页链接拷贝这个去手淘(b7K4bFV25dU)简简给我推荐过，说这个很好用！入口：​展开全文c,4343686458998628.0,0,10,11
1561,YoYo麻麻团,no location,female,Lv.48,5964,89774,10416,2019-02-25 20:49:00,2019-03-20 07:41:57,feed,花王Curel/珂润面霜40g，领价格下方399-40劝，拍3件355.91，合118.6一瓶～【新的10劝领一下，到手345.91】,4343686379051061.0,0,3,0
1562,本-良品mini,no location,female,Lv.48,1971,24870,11718,2019-02-25 20:40:00,2019-03-20 07:41:59,feed,Curel珂润水乳，珂润的产品非常好用，水150ml，乳液120ml，专门针对敏感肌，干燥肌，用过的都说好，质地偏薄，用完皮肤像喝饱了水一样，抗衰，消炎，滋润，让你从根本上解决皮肤问题，它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌，95%亚洲女性使用后得到明显改善​展开全文c,4343683970894269.0,0,0,0
1563,好心白菜分享,上海,male,Lv.9,60,160078,29733,2019-02-25 20:30:00,2019-03-20 07:42:02,feed,✨国际直营，页面399-40购物券✨日本进口花王Curel/珂润面霜保湿乳霜深层滋养40g，vip拍3件345.91折合115.3/瓶好价！,4343681378699975.0,1,42,15
1564,先知君一号,北京,male,Lv.48,262,199650,168882,2019-02-25 20:18:00,2019-03-20 07:43:42,feed,【天猫国际】宝贝页下领399-40购物券花王Curel/珂润面霜保湿乳霜40g拍3件用88卡【355.91】,4343678438955203.0,0,3,0
1565,Amour-彤,甘肃武威,female,Lv.9,298,103,56,2019-02-25 20:15:00,2019-03-20 07:43:45,feed,春季过敏看过来[勾引]日本🇯🇵花王Curel珂润润浸保湿面霜40ml综合面霜类的cosme大赏第一！质地就是传统的面霜质地，丝质柔滑白色奶油，我一直想说其实霜状的面霜比凝胶和啫哩状的面霜好吸收多了，推开，揉进肌肤瞬间的事情，一年四季都好用，完全不油腻，保湿又滋润，绝对值得推荐～🌸孕妇、敏​展开全文c,4343677776317036.0,0,1,0
1566,淘淘买君,广东,male,Lv.30,56,118652,9633,2019-02-25 20:12:00,2019-03-20 07:43:49,feed,天猫国际：宝贝页下领399-40购物券花王Curel/珂润面霜保湿乳霜40g拍3件88会员355.91，折合每瓶118.6,4343676861689313.0,0,1,0
1567,天涯花花的百宝袋,上海,female,Lv.44,483,559805,136009,2019-02-25 20:11:00,2019-03-20 07:43:51,feed,【天喵国际】花王Curel/珂润面霜保湿乳霜40g，下3件88卡【355.91】,4343676749096004.0,0,3,26
1568,小羊2号机,北京,female,Lv.4,67,14617,25607,2019-02-25 20:08:00,2019-03-20 07:43:54,feed,【国际直营】花王Curel/珂润面霜保湿乳霜40g，领取手机端宝贝标题下399—40购物券，拍3件叠加88vip付355.91，折合每瓶118.6：O网页链接复制(MmLNbF3gHAh),4343676018367527.0,0,4,0
1569,好心每天分享,北京东城区,female,Lv.14,118,73981,17701,2019-02-25 20:04:00,2019-03-20 07:43:57,feed,【天猫国际】宝贝页下领399-40购物券花王Curel/珂润面霜保湿乳霜40g拍3件用88卡【355.91】O网页链接每瓶118.6,4343674957763149.0,0,36,12
1570,买白菜的妹妹,广东深圳,female,Lv.47,78,288495,101839,2019-02-25 18:59:00,2019-03-20 07:43:59,feed,【天猫国际直营】页面领399-40购物卷再叠加88vip日本进口花王Curel/珂润面霜保湿乳霜40g下3件355.91包U，折118.6/瓶O网页链接,4343658557994694.0,1,0,4
1571,Nicole-shopping香港代购,广东深圳,female,Lv.48,434,4265,19071,2019-02-25 18:46:00,2019-03-20 07:44:02,feed,CUREL珂润是日本花王旗下专为敏感肌设计的品牌💕。花王公司独有的Ceramido(神经酰胺)它是干燥性敏感皮肤缺少的必需成分✅，能渗入到肌肤深层，抵御外部刺激，将水润填满角质细胞间的空隙💕配合消炎成分、还有预防肌肤粗燥的作用。​,4343655403773630.0,0,0,0
1572,依妈日货搬运,浙江宁波,female,Lv.36,3348,4442,10764,2019-02-25 17:09:00,2019-03-20 07:44:07,feed,【Curel珂润面霜40g】是那种平价但是贵妇都夸好的面霜，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品。,4343630804173011.0,0,0,0
1573,Fawziya瑶在日本,海外日本,female,Lv.48,364,24530,18840,2019-02-25 16:56:00,2019-03-20 07:44:09,feed,curel可以说是沙漠干燥肌肤的救星吗🤔​,4343627536550851.0,0,0,0
1574,乐多小铺biu,辽宁丹东,female,Lv.9,119,117,146,2019-02-25 15:46:00,2019-03-20 07:44:14,feed,水120💰乳液124💰2号3号现货！珂润水乳！强烈推荐！日本花王珂润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量N​展开全文c,4343609903665515.0,0,0,0
1575,Yan_Yan_H_H香港,香港其他,female,Lv.48,479,2839,30105,2019-02-25 15:17:00,2019-03-20 07:44:17,feed,花王curel珂润保湿泡沫洗面奶150ml💰105推荐给敏感肌们～弱酸性，无香料无着色！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。,4343602836381796.0,0,0,0
1576,菲儿佳品,广东广州,female,Lv.4,147,26,9,2019-02-25 15:08:00,2019-03-20 07:44:20,feed,Curel/珂润润浸保湿滋养乳霜40gx2保湿补水面霜滋润女男士O网页链接,4343600571521702.0,0,0,0
1577,风染珞柒,河北沧州,female,Lv.5,316,119,69,2019-02-22 20:23:00,2019-03-20 07:44:26,feed,回复@方恰拉:希望你开心就好//@方恰拉:日常福腻：zhuan发评lun或点赞里3位farmacy蜂蜜面膜3位farmacy卸妆膏3位curel水乳一套,4343594925691872.0,0,0,0
1578,女汉子小玉儿6868,其他,female,Lv.9,191,47,66,2019-02-25 14:02:00,2019-03-20 07:44:29,feed,太牛的面霜🍃保湿效果非常好推荐五颗星~怪不得珂润面霜最近这么火！这款是珂润最好卖的一款！它拿下17年cosme面霜类第一（高端部门）第一名珂润👍，第二名polaapex，第三名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科​展开全文c,4343583937399286.0,0,0,0
1579,AdoreMe美妆轩BeautyPalace,香港,female,Lv.9,143,186,1483,2019-02-25 13:52:00,2019-03-20 07:44:31,feed,🌸Curel/珂润控油保湿洁颜泡沫150ml——💰控油洗面奶男女深层💦清洁毛孔。蕴含「溶解油脂✨成分」，连毛孔内✨的污垢及过剩油脂💦也可彻底洁净，防止🍃油光满面。丰盈细密☁️泡沫性质💗温和，即使不用💥摩擦也可彻底洗净肌肤，减少摩擦对💥皮肤带来的伤害，洁面同时保护肌肤重要的​展开全文c,4343581277426880.0,0,0,0
1580,vicky香港美妆店,no location,female,Lv.48,492,52370,19906,2019-02-25 13:22:00,2019-03-20 07:44:33,feed,ysl，资生堂，curel，bb面膜，pj，娇兰，燕窝面膜，欧缇丽葡萄籽去黄保湿喷雾，后套装。ahc，three卸妆，雅诗兰黛，菲洛嘉，玉兰油，canmake，kate，黄道益。fresh睡莲晚霜450一瓶，3月1号上市2香港,4343573862864955.0,0,0,2
