,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
51,甘蔗的小蝴蝶,浙江温州,female,Lv.40,440,2363,3250,2019-01-13 21:03:00,2019-03-20 08:42:02,feed,#蝴蝶美妆#🇯🇵大赏第一！Curel珂润新升级版深层滋润保湿面霜，质地像柔滑白色奶油，能够渗入肌肤深层，抵御外部刺激的侵扰～滋养肌肤调整肌肤纹理，有预防肌肤粗燥作用。婴儿也能使用！只要感觉皮肤干躁不适敏感，都可以用它，完全不油腻，保湿又滋润，干燥天气简直就靠它救命啦ˆ😊ˆ​展开全文c,4328107022831349,0,0,0
52,优惠圈儿,北京,female,Lv.4,42,184,29326,2019-01-13 20:24:00,2019-03-20 08:42:07,feed,淘宝天猫买年货，快来优惠圈儿领内部优惠券儿啦！券儿库~~~~~~~O网页链接9.9包邮：O网页链接母婴：O网页链接女装：O网页链接男装：O网页链接整点抢：O网页链接人气榜：O网页链接官方QQ群：809358919保税仓发Su​展开全文c,4328097224915797,0,0,0
53,呆萌小队长,江苏,female,Lv.47,13,71032,27311,2019-01-13 19:54:00,2019-03-20 08:42:10,feed,直营的curel有3件85折，还有88vip，算下来128到手，如果再用上直营领的399-40，最后是114不到，绝对的好价了！其实136已经是不错的价格了！,4328089863855520,0,1,4
54,AA坏先森私人定制,其他,male,Lv.4,132,56,934,2019-01-13 18:52:00,2019-03-20 08:42:14,feed,🉐️139💰一套🇯🇵Curel珂润水乳🔥强烈推荐！其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤​展开全文c,4328074055758422,0,0,0
55,种草时尚姐,其他,male,Lv.9,235,176,32571,2019-01-13 18:35:00,2019-03-20 08:42:17,feed,淘宝天猫买年货，快来优惠圈儿领内部优惠券儿啦！券儿库~~~~~~~O网页链接9.9包邮：O网页链接母婴：O网页链接女装：O网页链接男装：O网页链接整点抢：O网页链接人气榜：O网页链接官方QQ群：809358919保税仓发Su​展开全文c,4328069873057708,0,0,0
56,日本代购人肉直播_小春,辽宁丹东,female,Lv.30,203,10553,3111,2019-01-13 18:27:00,2019-03-20 08:42:19,feed,1.18✈️🇯🇵卖了无数个的面霜Curel珂润润浸保湿滋养面霜40g干燥性敏感肌日本cosme大賞面霜第一位这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的了，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤...,4328067893504285,0,0,0
57,爱购券儿网站创始人,北京东城区,female,Lv.9,61,175,33756,2019-01-13 16:55:00,2019-03-20 08:42:22,feed,淘宝天猫买年货，快来优惠圈儿领内部优惠券儿啦！券儿库~~~~~~~O网页链接9.9包邮：O网页链接母婴：O网页链接女装：O网页链接男装：O网页链接整点抢：O网页链接人气榜：O网页链接官方QQ群：809358919保税仓发Su​展开全文c,4328044686302307,0,0,0
58,奈理无木,福建三明,female,Lv.9,61,12,346,2019-01-13 16:51:00,2019-03-20 08:42:24,feed,日本Curel珂润敏感肌润浸保湿化妆水爽肤水乳液补水滋润水乳套装【包邮】【在售价】112.00元【下单链接】O网页链接-----------------复制这条信息，￥HiJBbJLNvrK￥，打开【手机淘宝】即可下单,4328043667407829,0,0,0
59,奈理无木,福建三明,female,Lv.9,61,12,346,2019-01-13 16:50:00,2019-03-20 08:42:26,feed,日本Curel珂润敏感肌润浸保湿化妆水爽肤水乳液补水滋润水乳套装【包邮】【在售价】112.00元【下单链接】O网页链接-----------------复制这条信息，￥GJOBbJLNLX7￥，打开【手机淘宝】即可下单,4328043545529577,0,0,0
60,种草时尚姐,其他,male,Lv.9,235,176,32571,2019-01-13 16:41:00,2019-03-20 08:43:38,feed,淘宝天猫买年货，快来优惠圈儿领内部优惠券儿啦！券儿库~~~~~~~O网页链接9.9包邮：O网页链接母婴：O网页链接女装：O网页链接男装：O网页链接整点抢：O网页链接人气榜：O网页链接官方QQ群：809358919日本curel​展开全文c,4328041150687575,0,0,0
61,爱milier,广东深圳,female,Lv.9,193,204,1741,2019-01-13 16:25:00,2019-03-20 08:43:40,feed,239💰珂润水乳！强烈推荐！日本花王珂润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌，95%亚洲​展开全文c,4328037229185161,0,0,0
62,草界新人,其他,female,Lv.9,187,17,203,2019-01-13 16:20:00,2019-03-20 08:43:42,feed,@樱花味的可口可乐日本本土花王curel珂润面霜女秋冬补水保湿滋润乳霜40g敏感肌【原价：119.0，券后价：114.0，立减5.0】复制这条信息，打开【手机淘宝】即可领取内部折扣劵:￥JF1ibJL1jkj￥。,4328035911826313,0,0,0
